dataset,method,seed,epoch,val_nll,val_ll,val_rmse,mean_var_aleatoric,mean_var_epistemic,n_fit,n_val,n_train_full,batch_size,steps_per_epoch,total_steps,elbo_samples,run_aborted,max_epoch_measured,run_train_time_s,timestamp,git_commit,on_grid
yacht,bbb,0,2000,-1.3112143851579905,1.3112143851579905,0.0629415921662034,0.0016164590686666,0.0006018202585494,222,55,277,128,2,4000,8.0,False,5000,75.01271610008553,2026-08-28T15:51:40.101745+00:00,1806733,True
yacht,bbb,0,5000,-0.7797576606951643,0.7797576606951643,0.0594975665946671,0.0008666802313997,0.000131548800238,222,55,277,128,2,10000,8.0,False,5000,75.01271610008553,2026-08-28T15:51:40.101745+00:00,1806733,True
kin8nm,bbb,0,5,0.645837451038248,-0.645837451038248,0.4511122657577042,0.2384287346788942,0.0417058923964391,5898,1475,7373,128,47,235,8.0,False,2000,698.2504183000419,2026-08-28T16:03:49.983803+00:00,1806733,True
kin8nm,bbb,0,10,0.5193684935812761,-0.5193684935812761,0.398309626569643,0.1823329371400509,0.0327845676652619,5898,1475,7373,128,47,470,8.0,False,2000,698.2504183000419,2026-08-28T16:03:49.983803+00:00,1806733,True
kin8nm,bbb,0,20,0.4572328638874336,-0.4572328638874336,0.3758111630098637,0.1621407444296072,0.0228115632526371,5898,1475,7373,128,47,940,8.0,False,2000,698.2504183000419,2026-08-28T16:03:49.983803+00:00,1806733,True
kin8nm,bbb,0,50,0.3428262889927046,-0.3428262889927046,0.3380842365737503,0.1264436904440256,0.0125645583537315,5898,1475,7373,128,47,2350,8.0,False,2000,698.2504183000419,2026-08-28T16:03:49.983803+00:00,1806733,True
kin8nm,bbb,0,100,0.3051945131546743,-0.3051945131546743,0.3277418525134311,0.11180493830599,0.0067069631051482,5898,1475,7373,128,47,4700,8.0,False,2000,698.2504183000419,2026-08-28T16:03:49.983803+00:00,1806733,True
kin8nm,bbb,0,200,0.2692983074409181,-0.2692983074409181,0.3165705157526218,0.1024897192563247,0.0030688580756758,5898,1475,7373,128,47,9400,8.0,False,2000,698.2504183000419,2026-08-28T16:03:49.983803+00:00,1806733,True
kin8nm,bbb,0,500,0.2474739421875211,-0.2474739421875211,0.3098771774869814,0.0926130336847068,0.00152012590302,5898,1475,7373,128,47,23500,8.0,False,2000,698.2504183000419,2026-08-28T16:03:49.983803+00:00,1806733,True
kin8nm,bbb,0,1000,0.2230110381999753,-0.2230110381999753,0.3024392555920184,0.0900490334772616,0.0012854293838048,5898,1475,7373,128,47,47000,8.0,False,2000,698.2504183000419,2026-08-28T16:03:49.983803+00:00,1806733,True
kin8nm,bbb,0,2000,0.2112661927442219,-0.2112661927442219,0.2988081287081095,0.0859642130596461,0.0010036965611229,5898,1475,7373,128,47,94000,8.0,False,2000,698.2504183000419,2026-08-28T16:03:49.983803+00:00,1806733,True
